KL0,2
KL1,0
KL2,1
KL3,2
KL4,2
KL5,2
KL6,1
KL0,1
KL1,0
KL2,0
KL3,0
KL4,0
KL5,1
KL6,0
KL0,1
KL1,0
KL2,0
KL3,0
KL4,0
KL5,0
KL6,0
KL0,0
KL1,2
KL2,0
KL3,2
KL4,0
KL5,2
KL6,2
KL0,0
KL1,2
KL2,1
KL3,0
KL4,1
KL5,2
KL6,1
KL0,1
KL1,1
KL2,0
KL3,1
KL4,1
KL5,2
KL6,1
KL7,0
KL0,0
KL1,2
KL2,1
KL3,0
KL4,2
KL5,0
KL6,1
KL7,1
KL0,2
KL1,1
KL2,1
KL3,1
KL4,1
KL5,1
KL6,0
KL7,1
KL0,2
KL1,1
KL2,1
KL3,2
KL4,0
KL5,2
KL6,0
KL7,0
KL0,1
KL1,1
KL2,0
KL3,0
KL4,0
KL5,2
KL6,2
KL7,0
KL0,2
KL1,0
KL2,2
KL3,0
KL4,1
KL5,0
KL6,0
KL7,2
KL0,0
KL1,1
KL2,0
KL3,1
KL4,2
KL5,1
KL6,2
KL7,1
KL0,1
KL1,2
KL2,1
KL3,0
KL4,0
KL5,0
KL6,1
KL7,0
KL0,2
KL1,0
KL2,0
KL3,0
KL4,1
KL5,1
KL6,1
KL7,0
KL0,2
KL1,2
KL2,2
KL3,2
KL4,2
KL5,0
KL6,2
KL7,0
KL0,0
KL1,0
KL2,0
KL3,1
KL4,2
KL5,0
KL6,2
KL7,2
KL8,1
KL9,2
KL0,0
KL1,0
KL2,2
KL3,0
KL4,2
KL5,0
KL6,2
KL7,1
KL8,0
KL9,0
KL0,2
KL1,2
KL2,0
KL3,1
KL4,2
KL5,0
KL6,2
KL7,0
KL8,2
KL9,2
KL0,1
KL1,0
KL2,0
KL3,1
KL4,2
KL5,0
KL6,1
KL7,0
KL8,0
KL9,2
KL0,2
KL1,1
KL2,1
KL3,0
KL4,0
KL5,2
KL6,1
KL7,0
KL8,2
KL9,2
KL0,1
KL1,0
KL2,2
KL3,2
KL4,2
KL5,0
KL6,2
KL7,0
KL8,2
KL9,1
KL0,0
KL1,2
KL2,2
KL3,1
KL4,0
KL5,0
KL6,2
KL7,2
KL8,1
KL9,2
KL0,2
KL1,1
KL2,0
KL3,2
KL4,0
KL5,1
KL6,1
KL7,2
KL8,0
KL9,0
KL0,2
KL1,1
KL2,0
KL3,1
KL4,1
KL5,2
KL6,1
KL7,2
KL8,1
KL9,1
KL0,2
KL1,1
KL2,1
KL3,1
KL4,0
KL5,0
KL6,1
KL7,0
KL8,2
KL9,0
KL0,0
KL1,1
KL2,1
KL3,2
KL4,2
KL5,2
KL6,2
KL7,2
KL8,2
KL9,0
KL10,1
KL0,0
KL1,2
KL2,0
KL3,2
KL4,0
KL5,1
KL6,0
KL7,2
KL8,2
KL9,2
KL10,2
KL0,0
KL1,0
KL2,2
KL3,1
KL4,0
KL5,0
KL6,1
KL7,1
KL8,1
KL9,0
KL10,2
KL0,1
KL1,2
KL2,0
KL3,2
KL4,0
KL5,2
KL6,1
KL7,2
KL8,2
KL9,1
KL10,1
KL0,1
KL1,1
KL2,2
KL3,0
KL4,0
KL5,0
KL6,2
KL7,0
KL8,2
KL9,1
KL10,0
KL0,1
KL2,2
KL3,1
KL4,1
KL5,0
KL6,1
KL7,2
KL8,2
KL9,1
KL10,2
KL0,0
KL2,0
KL3,0
KL4,2
KL5,2
KL6,0
KL7,0
KL8,2
KL9,0
KL10,2
KL3,1
KL4,0
KL5,2
KL6,1
KL7,2
KL8,1
KL9,2
KL10,0
KL3,2
KL4,0
KL5,2
KL6,2
KL7,2
KL8,1
KL9,1
KL10,1
KL3,0
KL4,0
KL5,0
KL6,0
KL7,1
KL8,0
KL9,2
KL10,2
KL3,0
KL4,1
KL5,1
KL6,1
KL7,0
KL8,1
KL9,0
KL10,2
KL3,2
KL4,1
KL5,2
KL6,2
KL7,1
KL8,1
KL9,1
KL10,1
KL3,1
KL4,2
KL5,2
KL6,0
KL7,0
KL8,0
KL9,0
KL10,0
KL3,0
KL4,2
KL5,1
KL6,0
KL7,2
KL8,2
KL9,1
KL10,1
KL3,1
KL4,1
KL5,0
KL6,0
KL7,2
KL8,1
KL9,0
KL10,2
KL3,0
KL4,0
KL5,2
KL6,1
KL7,2
KL8,0
KL9,1
KL10,2
KL3,2
KL4,1
KL5,2
KL6,0
KL7,0
KL8,2
KL9,2
KL10,0
KL3,0
KL4,1
KL5,0
KL6,2
KL7,1
KL8,1
KL9,2
KL10,2
KL3,2
KL4,2
KL5,0
KL6,1
KL7,1
KL8,0
KL9,2
KL10,0
KL3,0
KL4,0
KL5,2
KL6,1
KL7,1
KL8,0
KL9,1
KL10,2
KL3,1
KL4,1
KL5,1
KL6,1
KL7,0
KL8,0
KL9,0
KL10,0
KL11,0
KL12,2
KL3,0
KL4,1
KL5,0
KL6,2
KL7,2
KL8,2
KL9,0
KL10,0
KL11,0
KL12,0
KL3,1
KL4,1
KL5,0
KL6,2
KL7,1
KL8,1
KL9,0
KL10,1
KL11,1
KL12,2
KL3,1
KL4,0
KL5,0
KL6,0
KL7,2
KL8,0
KL9,1
KL10,2
KL11,0
KL12,2
KL3,2
KL4,2
KL5,2
KL6,1
KL7,2
KL8,0
KL9,0
KL10,2
KL11,2
KL12,2
KL3,0
KL4,0
KL5,0
KL6,1
KL7,0
KL8,0
KL9,2
KL10,0
KL11,1
KL12,2
KL13,2
KL3,0
KL4,0
KL5,2
KL6,0
KL7,1
KL8,2
KL9,2
KL10,2
KL11,2
KL12,1
KL13,1
KL3,0
KL4,0
KL5,2
KL6,2
KL7,1
KL8,1
KL9,2
KL10,0
KL11,2
KL12,2
KL13,2
KL3,0
KL4,0
KL5,0
KL6,2
KL7,1
KL8,1
KL9,1
KL10,0
KL11,0
KL12,2
KL13,0
KL3,1
KL4,1
KL5,2
KL6,2
KL7,2
KL8,0
KL9,1
KL10,2
KL11,2
KL12,2
KL13,1
KL4,2
KL5,2
KL6,2
KL7,0
KL8,2
KL9,0
KL10,0
KL11,0
KL12,0
KL13,2
KL4,0
KL5,1
KL6,2
KL7,2
KL8,1
KL9,1
KL10,2
KL11,2
KL12,0
KL13,2
KL4,1
KL5,0
KL6,2
KL7,2
KL8,2
KL9,2
KL10,0
KL11,2
KL12,2
KL13,0
KL4,1
KL5,1
KL6,2
KL7,0
KL8,0
KL9,1
KL10,1
KL11,2
KL12,0
KL13,1
KL4,0
KL5,2
KL6,0
KL7,2
KL8,1
KL9,0
KL10,0
KL11,0
KL12,2
KL13,2
KL4,2
KL5,0
KL6,1
KL7,0
KL8,1
KL9,2
KL10,1
KL11,0
KL12,0
KL13,0
KL4,1
KL5,1
KL6,0
KL7,2
KL8,1
KL9,1
KL10,2
KL11,1
KL12,1
KL13,1
KL4,0
KL5,1
KL6,2
KL7,1
KL8,1
KL9,2
KL10,0
KL11,1
KL12,2
KL13,2
KL4,1
KL5,0
KL6,1
KL7,2
KL8,2
KL9,2
KL10,2
KL11,1
KL12,2
KL13,0
KL4,1
KL5,0
KL6,0
KL7,1
KL8,0
KL9,2
KL10,1
KL11,0
KL12,2
KL13,2
KL5,2
KL6,2
KL7,2
KL8,0
KL9,1
KL10,2
KL11,2
KL12,1
KL13,1
KL6,0
KL7,1
KL8,0
KL9,0
KL10,0
KL11,2
KL12,2
KL13,2
KL6,1
KL7,0
KL8,0
KL9,2
KL10,1
KL11,0
KL12,0
KL13,2
KL6,2
KL7,2
KL8,1
KL9,2
KL10,1
KL11,0
KL12,2
KL13,1
KL7,1
KL8,2
KL9,0
KL10,1
KL11,0
KL12,0
KL13,1
KL7,2
KL8,0
KL9,1
KL10,0
KL11,1
KL12,1
KL13,0
KL14,2
KL7,2
KL8,1
KL9,2
KL10,0
KL11,0
KL12,1
KL13,2
KL14,1
KL7,2
KL8,1
KL9,2
KL10,0
KL11,2
KL12,2
KL13,2
KL14,2
KL7,0
KL8,2
KL9,2
KL10,1
KL11,1
KL12,0
KL13,1
KL14,1
KL7,2
KL8,1
KL9,0
KL10,1
KL11,1
KL12,0
KL13,0
KL14,1
KL7,0
KL8,2
KL9,2
KL10,2
KL11,1
KL12,2
KL13,1
KL14,2
KL15,1
KL16,0
KL7,0
KL8,2
KL9,0
KL10,0
KL11,0
KL12,2
KL13,0
KL14,0
KL15,2
KL16,2
KL7,2
KL8,2
KL9,2
KL10,0
KL11,2
KL12,0
KL13,2
KL14,1
KL15,1
KL16,0
KL7,0
KL8,0
KL9,1
KL10,0
KL11,1
KL12,2
KL13,2
KL14,2
KL15,2
KL16,0
KL7,2
KL8,2
KL9,2
KL10,0
KL11,0
KL12,0
KL13,0
KL14,0
KL15,2
KL16,0
KL7,1
KL8,1
KL9,2
KL10,1
KL11,1
KL12,0
KL13,0
KL14,1
KL15,0
KL16,1
KL7,1
KL8,2
KL9,2
KL10,1
KL11,2
KL12,2
KL13,0
KL14,1
KL15,0
KL16,0
KL8,0
KL9,0
KL10,0
KL11,1
KL12,2
KL13,0
KL14,2
KL15,0
KL16,1
KL8,2
KL9,0
KL10,0
KL11,0
KL12,1
KL13,0
KL14,2
KL15,0
KL16,0
KL8,2
KL9,1
KL10,0
KL11,0
KL12,2
KL13,1
KL14,1
KL15,2
KL16,0
KL8,0
KL9,2
KL10,0
KL11,0
KL12,2
KL13,2
KL14,0
KL15,1
KL16,1
KL8,0
KL9,0
KL10,0
KL11,1
KL12,1
KL13,2
KL14,2
KL15,2
KL16,1
KL8,0
KL9,1
KL10,2
KL11,1
KL12,2
KL13,0
KL14,2
KL15,0
KL16,2
KL8,0
KL9,2
KL10,0
KL11,2
KL12,2
KL13,2
KL14,2
KL15,2
KL16,2
KL8,0
KL9,1
KL10,0
KL11,0
KL12,2
KL13,1
KL14,0
KL15,2
KL16,0
KL8,2
KL9,1
KL10,0
KL11,1
KL12,0
KL13,1
KL14,2
KL15,1
KL16,1
KL10,1
KL11,0
KL12,0
KL13,1
KL14,1
KL15,0
KL16,1
KL10,1
KL11,1
KL12,0
KL13,1
KL14,0
KL15,0
KL16,2
KL10,2
KL11,0
KL12,0
KL13,0
KL14,2
KL15,0
KL16,2
KL10,1
KL11,0
KL12,0
KL13,1
KL14,0
KL15,1
KL16,0
KL10,0
KL11,0
KL12,2
KL13,2
KL14,1
KL15,2
KL16,1
KL17,1
KL18,0
KL10,2
KL11,2
KL12,1
KL13,0
KL14,2
KL15,0
KL16,2
KL17,2
KL18,2
KL10,0
KL11,0
KL12,0
KL13,1
KL14,1
KL15,1
KL16,2
KL17,2
KL18,2
KL10,2
KL11,1
KL12,0
KL13,2
KL14,0
KL15,1
KL16,0
KL17,2
KL18,1
KL10,0
KL11,2
KL12,1
KL13,0
KL14,0
KL15,2
KL16,1
KL17,2
KL18,0
KL10,0
KL11,2
KL12,2
KL13,2
KL14,1
KL15,0
KL16,2
KL17,2
KL18,0
KL10,2
KL11,1
KL12,2
KL13,1
KL14,2
KL15,1
KL16,0
KL17,1
KL18,0
KL10,1
KL11,2
KL12,0
KL13,1
KL14,0
KL15,0
KL16,2
KL17,2
KL18,2
KL10,1
KL11,2
KL12,1
KL13,0
KL14,2
KL15,2
KL16,0
KL17,0
KL18,2
KL10,2
KL11,2
KL12,0
KL13,0
KL14,2
KL15,0
KL16,0
KL17,0
KL18,0
KL10,2
KL11,2
KL12,0
KL13,0
KL14,1
KL15,2
KL16,0
KL17,0
KL18,1
KL19,2
KL10,0
KL11,1
KL12,0
KL13,2
KL14,2
KL15,2
KL16,2
KL17,0
KL18,1
KL19,1
KL11,1
KL12,1
KL13,1
KL14,2
KL15,0
KL16,0
KL17,0
KL18,0
KL19,2
KL11,1
KL12,0
KL13,2
KL14,0
KL15,1
KL16,0
KL17,0
KL18,1
KL19,0
KL11,2
KL12,2
KL13,0
KL14,0
KL15,0
KL16,0
KL17,1
KL18,0
KL19,0
KL11,0
KL12,0
KL13,2
KL14,1
KL15,2
KL16,1
KL17,2
KL18,0
KL19,0
KL11,0
KL12,1
KL13,0
KL14,1
KL15,2
KL16,1
KL17,1
KL18,0
KL19,0
KL11,0
KL12,2
KL13,2
KL14,0
KL15,0
KL16,0
KL17,1
KL18,2
KL19,2
KL11,2
KL12,0
KL13,2
KL14,0
KL15,2
KL16,2
KL17,0
KL18,0
KL19,0
KL11,2
KL12,2
KL13,0
KL14,1
KL15,1
KL16,0
KL17,1
KL18,2
KL19,2
KL11,0
KL12,0
KL13,2
KL14,2
KL15,2
KL16,2
KL17,1
KL18,2
KL19,0
KL20,1
KL21,0
KL11,2
KL12,2
KL13,0
KL14,1
KL15,0
KL16,0
KL17,0
KL18,0
KL19,2
KL20,2
KL21,0
KL11,1
KL12,2
KL13,0
KL14,2
KL15,2
KL16,2
KL17,0
KL18,1
KL19,0
KL20,0
KL21,2
KL11,0
KL12,2
KL13,0
KL14,2
KL15,0
KL16,0
KL17,2
KL18,2
KL19,2
KL20,0
KL21,0
KL11,0
KL12,0
KL13,1
KL14,0
KL15,0
KL16,0
KL17,1
KL18,2
KL19,2
KL20,2
KL21,2
KL11,0
KL12,2
KL13,1
KL14,1
KL15,1
KL16,1
KL17,1
KL18,0
KL19,2
KL20,2
KL21,2
KL11,1
KL12,1
KL13,0
KL14,1
KL15,2
KL16,0
KL17,0
KL18,2
KL19,0
KL20,0
KL21,2
KL11,0
KL12,0
KL13,1
KL14,2
KL15,0
KL16,2
KL17,2
KL18,0
KL19,0
KL20,1
KL21,2
KL11,0
KL13,0
KL14,0
KL15,1
KL16,1
KL17,0
KL18,1
KL19,1
KL20,2
KL21,2
KL11,0
KL13,1
KL14,0
KL15,0
KL16,1
KL17,2
KL18,2
KL19,0
KL20,2
KL21,0
KL14,0
KL15,1
KL16,2
KL17,0
KL18,2
KL19,0
KL20,2
KL21,2
KL14,1
KL15,0
KL16,2
KL17,0
KL18,2
KL19,2
KL20,0
KL21,1
KL14,1
KL15,0
KL16,2
KL17,1
KL18,0
KL19,2
KL20,0
KL21,2
KL14,2
KL15,0
KL16,2
KL17,1
KL18,2
KL19,0
KL20,2
KL21,0
KL14,0
KL15,2
KL16,2
KL17,2
KL18,0
KL19,2
KL20,0
KL21,0
KL14,0
KL15,0
KL16,2
KL17,0
KL18,2
KL19,1
KL20,0
KL21,1
KL14,2
KL15,0
KL16,0
KL17,2
KL18,0
KL19,2
KL20,0
KL21,1
KL14,1
KL15,0
KL16,1
KL17,0
KL18,0
KL19,2
KL20,1
KL21,2
KL14,0
KL15,0
KL16,2
KL17,0
KL18,2
KL19,0
KL20,1
KL21,0
KL14,0
KL15,1
KL16,0
KL17,0
KL18,1
KL19,0
KL20,2
KL21,0
KL14,0
KL15,0
KL16,0
KL17,0
KL18,2
KL19,0
KL20,0
KL21,2
KL22,0
KL14,2
KL15,0
KL16,0
KL17,0
KL18,0
KL19,1
KL20,0
KL21,2
KL22,1
KL14,0
KL15,1
KL16,2
KL17,2
KL18,1
KL19,2
KL20,0
KL21,2
KL22,2
KL14,0
KL15,2
KL16,0
KL17,2
KL18,1
KL19,0
KL20,0
KL21,0
KL22,1
KL14,0
KL15,0
KL16,0
KL17,2
KL18,1
KL19,0
KL20,2
KL21,0
KL22,0
KL14,2
KL15,2
KL16,2
KL17,2
KL18,0
KL19,0
KL20,0
KL21,2
KL22,0
KL23,0
KL14,2
KL15,2
KL16,1
KL17,1
KL18,1
KL19,0
KL20,2
KL21,2
KL22,0
KL23,2
KL14,1
KL15,2
KL16,2
KL17,0
KL18,1
KL19,2
KL20,0
KL21,2
KL22,1
KL23,2
KL14,0
KL15,2
KL16,0
KL17,1
KL18,2
KL19,0
KL20,2
KL21,2
KL22,0
KL23,2
KL15,1
KL16,0
KL17,0
KL18,0
KL19,2
KL20,2
KL21,0
KL22,0
KL23,2
KL15,0
KL16,0
KL17,1
KL18,2
KL19,2
KL20,1
KL21,2
KL22,2
KL23,0
KL24,2
KL15,1
KL16,1
KL17,2
KL18,0
KL19,2
KL20,0
KL21,0
KL22,0
KL23,0
KL24,0
KL15,2
KL16,2
KL17,1
KL18,0
KL19,1
KL20,0
KL21,0
KL22,2
KL23,2
KL24,0
KL15,0
KL16,2
KL17,0
KL18,1
KL19,1
KL20,2
KL21,0
KL22,0
KL23,2
KL24,0
KL15,0
KL16,0
KL17,0
KL18,2
KL19,2
KL20,1
KL21,1
KL22,2
KL23,0
KL24,1
KL15,2
KL16,0
KL17,2
KL18,2
KL19,0
KL20,0
KL21,2
KL22,2
KL23,0
KL24,0
KL15,0
KL16,2
KL17,0
KL18,1
KL19,2
KL20,1
KL21,1
KL22,2
KL23,1
KL24,2
KL15,2
KL16,2
KL17,2
KL18,2
KL19,0
KL20,0
KL21,1
KL22,0
KL23,2
KL24,2
KL15,1
KL16,2
KL17,1
KL18,2
KL19,0
KL20,1
KL21,0
KL22,2
KL23,2
KL24,2
KL15,1
KL16,1
KL17,0
KL18,1
KL19,1
KL20,0
KL21,0
KL22,2
KL23,2
KL24,2
KL15,2
KL16,0
KL17,0
KL18,1
KL19,1
KL20,1
KL21,0
KL22,2
KL23,2
KL24,1
KL25,0
KL16,2
KL17,1
KL18,1
KL19,0
KL20,2
KL21,2
KL22,2
KL23,0
KL24,2
KL25,2
KL16,1
KL17,2
KL18,1
KL19,2
KL20,1
KL21,2
KL22,2
KL23,1
KL24,2
KL25,0
KL16,0
KL17,2
KL18,0
KL19,2
KL20,0
KL21,1
KL22,0
KL23,1
KL24,1
KL25,2
KL16,0
KL17,2
KL18,0
KL19,0
KL20,2
KL21,2
KL22,2
KL23,0
KL24,0
KL25,0
KL16,2
KL17,0
KL18,1
KL19,2
KL20,2
KL21,1
KL22,0
KL23,2
KL24,0
KL25,0
KL16,0
KL17,2
KL18,0
KL19,2
KL20,0
KL21,0
KL22,0
KL23,0
KL24,0
KL25,0
KL16,2
KL17,2
KL18,0
KL19,2
KL20,0
KL21,1
KL22,1
KL23,2
KL24,2
KL25,0
KL16,2
KL17,0
KL18,2
KL19,2
KL20,0
KL21,0
KL22,1
KL23,2
KL24,2
KL25,2
KL17,0
KL18,0
KL19,2
KL20,1
KL21,2
KL22,1
KL23,0
KL24,0
KL25,0
KL17,2
KL18,1
KL19,1
KL20,2
KL21,2
KL22,0
KL23,2
KL24,1
KL25,0
KL26,2
KL17,2
KL18,2
KL19,0
KL20,0
KL21,0
KL22,1
KL23,0
KL24,1
KL25,1
KL26,1
KL17,2
KL18,0
KL19,2
KL20,1
KL21,2
KL22,0
KL23,0
KL24,1
KL25,0
KL26,0
KL17,2
KL18,2
KL19,2
KL20,0
KL21,0
KL22,2
KL23,1
KL24,2
KL25,0
KL26,0
KL17,1
KL18,0
KL19,2
KL20,0
KL21,2
KL22,0
KL23,2
KL24,2
KL25,2
KL26,2
KL17,0
KL18,0
KL19,0
KL20,2
KL21,2
KL22,1
KL23,2
KL24,2
KL25,1
KL26,1
KL27,0
KL17,0
KL18,2
KL19,1
KL20,1
KL21,0
KL22,0
KL23,2
KL24,1
KL25,1
KL26,0
KL27,1
KL17,0
KL18,0
KL19,1
KL20,1
KL21,0
KL22,0
KL23,1
KL24,2
KL25,2
KL26,0
KL27,0
KL17,0
KL18,0
KL19,0
KL20,1
KL21,2
KL22,0
KL23,2
KL24,0
KL25,1
KL26,0
KL27,2
KL17,0
KL19,2
KL20,1
KL21,2
KL22,0
KL23,2
KL24,2
KL25,1
KL26,0
KL27,2
KL17,0
KL19,1
KL20,2
KL21,0
KL22,2
KL23,0
KL24,2
KL25,0
KL26,2
KL27,2
KL28,0
KL17,0
KL19,0
KL20,2
KL21,0
KL22,2
KL23,2
KL24,2
KL25,1
KL26,0
KL27,2
KL28,0
KL17,0
KL19,0
KL20,2
KL21,1
KL22,2
KL23,1
KL24,0
KL25,1
KL26,0
KL27,0
KL28,1
KL17,0
KL19,0
KL20,2
KL21,2
KL22,0
KL23,2
KL24,2
KL25,1
KL26,2
KL27,1
KL28,0
KL17,0
KL19,1
KL20,1
KL21,0
KL22,2
KL23,2
KL24,2
KL25,0
KL26,0
KL27,0
KL28,0
KL17,2
KL20,1
KL21,0
KL22,2
KL23,0
KL24,2
KL25,0
KL26,2
KL27,0
KL28,0
KL17,2
KL20,1
KL21,2
KL22,2
KL23,0
KL24,0
KL25,2
KL26,2
KL27,0
KL28,0
KL17,1
KL20,2
KL21,0
KL22,0
KL23,2
KL24,1
KL25,1
KL26,2
KL27,2
KL28,2
KL17,2
KL20,2
KL21,1
KL22,2
KL23,0
KL24,1
KL25,0
KL26,0
KL27,0
KL28,2
KL17,2
KL20,1
KL21,0
KL22,2
KL23,1
KL24,0
KL25,2
KL26,0
KL27,1
KL28,2
KL20,0
KL21,0
KL22,0
KL23,2
KL24,0
KL25,1
KL26,0
KL27,2
KL28,0
KL29,0
KL20,1
KL21,1
KL22,1
KL23,2
KL24,2
KL25,0
KL26,2
KL27,2
KL28,0
KL29,0
KL20,2
KL21,2
KL22,2
KL23,0
KL24,2
KL25,0
KL26,0
KL27,2
KL28,0
KL29,0
KL20,2
KL21,2
KL22,2
KL23,2
KL24,0
KL25,0
KL26,2
KL27,2
KL28,2
KL29,0
KL20,2
KL21,1
KL22,2
KL23,2
KL24,2
KL25,2
KL26,1
KL27,2
KL28,2
KL29,0
KL20,1
KL21,0
KL22,1
KL23,0
KL24,0
KL25,2
KL26,0
KL27,1
KL28,2
KL29,0
KL20,2
KL22,2
KL23,1
KL24,0
KL25,0
KL26,0
KL27,0
KL28,2
KL29,0
KL20,1
KL22,2
KL23,2
KL24,1
KL25,1
KL26,0
KL27,0
KL28,2
KL29,0
KL20,1
KL22,2
KL23,0
KL24,0
KL25,0
KL26,0
KL27,2
KL28,2
KL29,0
KL20,2
KL22,0
KL23,0
KL24,2
KL25,2
KL26,0
KL27,0
KL28,2
KL29,0
KL20,1
KL22,2
KL23,0
KL24,0
KL25,1
KL26,0
KL27,2
KL28,0
KL29,0
KL20,0
KL22,0
KL23,1
KL24,0
KL25,0
KL26,0
KL27,0
KL28,2
KL29,0
KL22,2
KL23,0
KL24,0
KL25,2
KL26,1
KL27,1
KL28,2
KL29,0
KL22,0
KL23,2
KL24,0
KL25,2
KL26,0
KL27,1
KL28,2
KL29,0
KL22,2
KL23,0
KL24,0
KL25,0
KL26,2
KL27,1
KL28,1
KL29,0
KL22,0
KL23,0
KL24,0
KL25,2
KL26,0
KL27,0
KL28,2
KL29,0
KL22,0
KL23,0
KL24,1
KL25,1
KL26,2
KL27,2
KL28,2
KL29,0
KL22,0
KL23,0
KL24,1
KL25,1
KL26,2
KL27,0
KL28,2
KL29,0
KL22,1
KL23,0
KL24,2
KL25,0
KL26,1
KL27,1
KL28,0
KL29,0
KL22,0
KL23,1
KL24,1
KL25,1
KL26,1
KL27,1
KL28,2
KL29,0
KL22,0
KL23,1
KL24,0
KL25,0
KL26,2
KL27,0
KL28,0
KL29,0
KL22,1
KL23,0
KL24,2
KL25,0
KL26,0
KL27,0
KL28,0
KL29,0
KL22,2
KL23,0
KL24,2
KL25,2
KL26,2
KL27,2
KL28,1
KL29,0
KL22,1
KL23,2
KL24,2
KL25,1
KL26,2
KL27,1
KL28,2
KL29,0
KL22,2
KL23,1
KL24,2
KL25,1
KL26,1
KL27,2
KL28,0
KL29,0
KL22,0
KL23,1
KL24,1
KL25,2
KL26,2
KL27,2
KL28,2
KL29,0
KL23,2
KL24,2
KL25,2
KL26,1
KL27,2
KL28,1
KL29,2
KL23,0
KL24,0
KL25,2
KL26,1
KL27,0
KL28,1
KL29,1
KL23,0
KL24,0
KL25,0
KL26,0
KL27,2
KL28,1
KL29,1
KL23,1
KL24,1
KL25,1
KL26,1
KL27,0
KL28,1
KL29,1
KL23,0
KL24,0
KL25,2
KL26,0
KL27,1
KL28,1
KL29,1
KL23,2
KL24,0
KL25,1
KL26,2
KL27,0
KL28,1
KL29,1
KL24,1
KL25,0
KL26,1
KL27,2
KL28,1
KL29,1
KL24,2
KL25,2
KL26,0
KL27,2
KL28,1
KL29,1
KL24,1
KL25,0
KL26,0
KL27,1
KL28,1
KL29,1
KL24,2
KL25,2
KL26,0
KL27,0
KL28,1
KL29,1
KL25,1
KL26,0
KL27,1
KL28,1
KL29,1
KL25,2
KL26,1
KL27,0
KL28,1
KL29,1
KL25,1
KL26,1
KL27,0
KL28,1
KL29,1
KL25,2
KL26,0
KL27,1
KL28,1
KL29,1
KL25,1
KL26,1
KL27,2
KL28,1
KL29,1
KL25,0
KL26,0
KL27,0
KL28,1
KL29,1
KL25,0
KL26,0
KL27,1
KL28,1
KL29,1
KL25,2
KL26,0
KL27,1
KL28,1
KL29,1
KL25,1
KL26,1
KL27,0
KL28,1
KL29,1
KL25,2
KL26,2
KL27,1
KL28,1
KL29,1
KL25,0
KL26,0
KL27,0
KL28,1
KL29,1
KL25,0
KL26,1
KL27,0
KL28,1
KL29,1
KL25,1
KL26,2
KL27,0
KL28,1
KL29,1
KL25,1
KL26,1
KL27,1
KL28,1
KL29,1
KL25,1
KL26,0
KL27,1
KL28,1
KL29,1
KL25,2
KL26,0
KL27,2
KL28,1
KL29,1
KL25,1
KL26,0
KL27,1
KL28,1
KL29,1
KL25,2
KL26,0
KL27,2
KL28,1
KL29,1
KL25,1
KL26,0
KL27,0
KL28,1
KL29,1
KL25,2
KL26,1
KL27,2
KL28,1
KL29,1
KL25,0
KL26,2
KL27,1
KL28,1
KL29,1
KL25,2
KL26,1
KL27,0
KL28,1
KL29,1
KL25,0
KL26,1
KL27,1
KL28,1
KL29,1
