reward
-0.2726139371818519
-0.06763854653139308
-0.2153951216526521
-0.1791242973035898
-0.31912491989974184
-0.23611874699536603
-0.2608416902632113
-0.2796081957704678
-0.048822169855873725
-0.15377953829600033
-0.2543900675362841
-0.10811723113689864
-0.18183822112013295
-0.12971591749385517
-0.20355803902756855
-0.1158175455066123
-0.3358984893881058
-0.18682071233457023
-0.238931043356221
-0.11428627928294094
-0.21379170737816713
-0.15182061895320142
-0.13675674547087896
-0.20299025767563655
-0.230289498325437
-0.21279942434700075
-0.1845160236886411
-0.15460823924734807
-0.12905380354075566
-0.09556343088146585
-0.13677208840037025
-0.2522007067550645
-0.12923220150328812
-0.38278716263509105
-0.23158670683126684
-0.13449243620222384
-0.13854125719962665
-0.1790885665441045
-0.20081739399477982
-0.09795488356121758
-0.19819425677238858
-0.19164253739718334
-0.2599139522539675
